keyLength        |encrypt(ms)      |decrypt(ms)      |
2048             |1.165000         |0.388000         |
2048             |1.147000         |0.397000         |
2048             |1.153000         |0.392000         |
2048             |1.138000         |0.400000         |
2048             |1.142000         |0.393000         |
2048             |1.142000         |0.398000         |
2048             |1.146000         |0.393000         |
2048             |1.162000         |0.395000         |
2048             |1.150000         |0.391000         |
2048             |1.153000         |0.403000         |
2048             |1.175000         |0.413000         |
2048             |1.144000         |0.393000         |
2048             |1.176000         |0.394000         |
2048             |1.151000         |0.396000         |
2048             |1.150000         |0.398000         |
2048             |1.153000         |0.400000         |
2048             |1.149000         |0.389000         |
2048             |1.144000         |0.395000         |
2048             |1.152000         |0.396000         |
2048             |1.150000         |0.390000         |
2048             |1.144000         |0.392000         |
2048             |1.144000         |0.393000         |
2048             |1.153000         |0.398000         |
2048             |1.150000         |0.396000         |
2048             |1.153000         |0.392000         |
2048             |1.146000         |0.403000         |
2048             |1.153000         |0.394000         |
2048             |1.137000         |0.391000         |
2048             |1.151000         |0.387000         |
2048             |1.158000         |0.387000         |
2048             |1.149000         |0.390000         |
2048             |1.150000         |0.393000         |
2048             |1.151000         |0.397000         |
2048             |1.138000         |0.404000         |
2048             |1.148000         |0.394000         |
2048             |1.152000         |0.410000         |
2048             |1.141000         |0.402000         |
2048             |1.148000         |0.399000         |
2048             |1.154000         |0.398000         |
2048             |1.151000         |0.391000         |
2048             |1.153000         |0.403000         |
2048             |1.145000         |0.392000         |
2048             |1.159000         |0.395000         |
2048             |1.153000         |0.391000         |
2048             |1.164000         |0.398000         |
2048             |1.148000         |0.392000         |
2048             |1.156000         |0.389000         |
2048             |1.140000         |0.397000         |
2048             |1.155000         |0.401000         |
2048             |1.140000         |0.393000         |
2048             |1.144000         |0.394000         |
2048             |1.138000         |0.398000         |
2048             |1.156000         |0.392000         |
2048             |1.143000         |0.396000         |
2048             |1.137000         |0.407000         |
2048             |1.161000         |0.395000         |
2048             |1.142000         |0.389000         |
2048             |1.149000         |0.402000         |
2048             |1.139000         |0.395000         |
2048             |1.132000         |0.402000         |
2048             |1.153000         |0.397000         |
2048             |1.160000         |0.391000         |
2048             |1.147000         |0.397000         |
2048             |1.151000         |0.394000         |
2048             |1.141000         |0.401000         |
2048             |1.154000         |0.393000         |
2048             |1.159000         |0.397000         |
2048             |1.149000         |0.394000         |
2048             |1.142000         |0.395000         |
2048             |1.146000         |0.394000         |
2048             |1.155000         |0.398000         |
2048             |1.147000         |0.397000         |
2048             |1.140000         |0.393000         |
2048             |1.141000         |0.394000         |
2048             |1.161000         |0.402000         |
2048             |1.141000         |0.392000         |
2048             |1.147000         |0.396000         |
2048             |1.154000         |0.396000         |
2048             |1.154000         |0.395000         |
2048             |1.145000         |0.399000         |
2048             |1.143000         |0.403000         |
2048             |1.138000         |0.392000         |
2048             |1.142000         |0.395000         |
2048             |1.153000         |0.388000         |
2048             |1.158000         |0.392000         |
2048             |1.149000         |0.397000         |
2048             |1.143000         |0.396000         |
2048             |1.149000         |0.391000         |
2048             |1.146000         |0.398000         |
2048             |1.147000         |0.401000         |
2048             |1.150000         |0.402000         |
2048             |1.143000         |0.391000         |
2048             |1.153000         |0.396000         |
2048             |1.142000         |0.392000         |
2048             |1.154000         |0.397000         |
2048             |1.154000         |0.395000         |
2048             |1.146000         |0.396000         |
2048             |1.154000         |0.394000         |
2048             |1.137000         |0.396000         |
2048             |1.142000         |0.397000         |
2048             |1.149000         |0.399000         |
2048             |1.163000         |0.391000         |
2048             |1.149000         |0.402000         |
2048             |1.138000         |0.394000         |
2048             |1.170000         |0.397000         |
2048             |1.142000         |0.400000         |
2048             |1.148000         |0.397000         |
2048             |1.157000         |0.395000         |
2048             |1.138000         |0.387000         |
2048             |1.159000         |0.390000         |
2048             |1.142000         |0.393000         |
2048             |1.137000         |0.396000         |
2048             |1.139000         |0.399000         |
2048             |1.160000         |0.389000         |
2048             |1.137000         |0.395000         |
2048             |1.139000         |0.392000         |
2048             |1.145000         |0.401000         |
2048             |1.144000         |0.390000         |
2048             |1.157000         |0.396000         |
2048             |1.149000         |0.399000         |
2048             |1.149000         |0.390000         |
2048             |1.147000         |0.395000         |
2048             |1.147000         |0.400000         |
2048             |1.178000         |0.395000         |
2048             |1.197000         |0.405000         |
2048             |1.216000         |0.414000         |
2048             |1.217000         |0.415000         |
2048             |1.165000         |0.401000         |
2048             |1.160000         |0.401000         |
2048             |1.184000         |0.405000         |
2048             |1.180000         |0.397000         |
3072             |2.232000         |0.970000         |
3072             |2.234000         |0.921000         |
3072             |2.169000         |0.941000         |
3072             |2.184000         |0.931000         |
3072             |2.197000         |0.944000         |
3072             |2.175000         |0.924000         |
3072             |2.197000         |0.933000         |
3072             |2.176000         |0.923000         |
3072             |2.185000         |0.930000         |
3072             |2.215000         |0.935000         |
3072             |2.175000         |0.930000         |
3072             |2.207000         |0.926000         |
3072             |2.174000         |0.931000         |
3072             |2.192000         |0.927000         |
3072             |2.176000         |0.927000         |
3072             |2.176000         |0.919000         |
3072             |2.177000         |0.922000         |
3072             |2.184000         |0.925000         |
3072             |2.189000         |0.919000         |
3072             |2.178000         |0.922000         |
3072             |2.178000         |0.923000         |
3072             |2.175000         |0.941000         |
3072             |2.174000         |0.928000         |
3072             |2.181000         |0.922000         |
3072             |2.164000         |0.924000         |
3072             |2.194000         |0.930000         |
3072             |2.172000         |0.942000         |
3072             |2.201000         |0.925000         |
3072             |2.181000         |0.940000         |
3072             |2.196000         |0.927000         |
3072             |2.199000         |0.940000         |
3072             |2.181000         |0.930000         |
3072             |2.190000         |0.920000         |
3072             |2.180000         |0.928000         |
3072             |2.150000         |0.926000         |
3072             |2.180000         |0.924000         |
3072             |2.166000         |0.923000         |
3072             |2.154000         |0.936000         |
3072             |2.166000         |0.917000         |
3072             |2.163000         |0.922000         |
3072             |2.183000         |0.919000         |
3072             |2.176000         |0.930000         |
3072             |2.173000         |0.922000         |
3072             |2.175000         |0.926000         |
3072             |2.177000         |0.921000         |
3072             |2.181000         |0.916000         |
3072             |2.190000         |0.921000         |
3072             |2.173000         |0.927000         |
3072             |2.153000         |0.930000         |
3072             |2.222000         |0.928000         |
3072             |2.180000         |0.936000         |
3072             |2.195000         |0.932000         |
3072             |2.194000         |0.932000         |
3072             |2.169000         |0.934000         |
3072             |2.175000         |0.921000         |
3072             |2.188000         |0.932000         |
3072             |2.187000         |0.920000         |
3072             |2.163000         |0.941000         |
3072             |2.181000         |0.916000         |
3072             |2.178000         |0.935000         |
3072             |2.185000         |0.931000         |
3072             |2.179000         |0.934000         |
3072             |2.180000         |0.918000         |
3072             |2.164000         |0.929000         |
3072             |2.175000         |0.936000         |
3072             |2.163000         |0.929000         |
3072             |2.160000         |0.940000         |
3072             |2.186000         |0.929000         |
3072             |2.196000         |0.931000         |
3072             |2.167000         |0.921000         |
3072             |2.174000         |0.934000         |
3072             |2.182000         |0.930000         |
3072             |2.179000         |0.924000         |
3072             |2.171000         |0.930000         |
3072             |2.168000         |0.926000         |
3072             |2.186000         |0.923000         |
3072             |2.182000         |0.925000         |
3072             |2.199000         |0.950000         |
3072             |2.172000         |0.930000         |
3072             |2.178000         |0.932000         |
3072             |2.181000         |0.928000         |
3072             |2.181000         |0.921000         |
3072             |2.194000         |0.938000         |
3072             |2.166000         |0.932000         |
3072             |2.151000         |0.919000         |
3072             |2.168000         |0.930000         |
3072             |2.184000         |0.926000         |
3072             |2.195000         |0.946000         |
3072             |2.175000         |0.938000         |
3072             |2.201000         |0.925000         |
3072             |2.187000         |0.928000         |
3072             |2.172000         |0.939000         |
3072             |2.278000         |0.989000         |
3072             |2.303000         |0.960000         |
3072             |2.222000         |0.940000         |
3072             |2.201000         |0.923000         |
3072             |2.172000         |0.939000         |
3072             |2.177000         |0.920000         |
3072             |2.209000         |0.922000         |
3072             |2.165000         |0.927000         |
3072             |2.172000         |0.935000         |
3072             |2.172000         |0.930000         |
3072             |2.191000         |0.923000         |
3072             |2.155000         |0.922000         |
3072             |2.174000         |0.924000         |
3072             |2.176000         |0.926000         |
3072             |2.178000         |0.930000         |
3072             |2.178000         |0.938000         |
3072             |2.167000         |0.922000         |
3072             |2.207000         |0.919000         |
3072             |2.164000         |0.920000         |
3072             |2.192000         |0.926000         |
3072             |2.187000         |0.928000         |
3072             |2.186000         |0.939000         |
3072             |2.186000         |0.925000         |
3072             |2.164000         |0.944000         |
3072             |2.168000         |0.928000         |
3072             |2.186000         |0.925000         |
3072             |2.192000         |0.928000         |
3072             |2.171000         |0.925000         |
3072             |2.184000         |0.918000         |
3072             |2.185000         |0.925000         |
3072             |2.173000         |0.931000         |
3072             |2.172000         |0.930000         |
3072             |2.169000         |0.931000         |
3072             |2.156000         |0.935000         |
3072             |2.183000         |0.916000         |
3072             |2.177000         |0.929000         |
3072             |2.176000         |0.923000         |
3072             |2.174000         |0.924000         |
3072             |2.159000         |0.934000         |
3072             |2.165000         |0.929000         |
3072             |2.174000         |0.927000         |
3072             |2.196000         |0.923000         |
3072             |2.165000         |0.920000         |
3072             |2.175000         |0.919000         |
3072             |2.175000         |0.928000         |
3072             |2.185000         |0.917000         |
3072             |2.181000         |0.938000         |
3072             |2.177000         |0.931000         |
3072             |2.164000         |0.929000         |
3072             |2.161000         |0.927000         |
3072             |2.179000         |0.935000         |
3072             |2.181000         |0.926000         |
3072             |2.157000         |0.932000         |
3072             |2.186000         |0.929000         |
3072             |2.175000         |0.924000         |
3072             |2.181000         |0.931000         |
3072             |2.190000         |0.922000         |
3072             |2.188000         |0.921000         |
3072             |2.184000         |0.931000         |
3072             |2.181000         |0.919000         |
3072             |2.196000         |0.929000         |
3072             |2.170000         |0.920000         |
3072             |2.201000         |0.927000         |
3072             |2.218000         |0.916000         |
3072             |2.192000         |0.930000         |
3072             |2.195000         |0.927000         |
3072             |2.193000         |0.927000         |
3072             |2.181000         |0.937000         |
3072             |2.169000         |0.931000         |
3072             |2.178000         |0.921000         |
3072             |2.189000         |0.924000         |
3072             |2.176000         |0.929000         |
3072             |2.193000         |0.941000         |
3072             |2.178000         |0.930000         |
3072             |2.190000         |0.928000         |
3072             |2.188000         |0.938000         |
3072             |2.183000         |0.923000         |
3072             |2.189000         |0.937000         |
3072             |2.204000         |0.918000         |
3072             |2.190000         |0.918000         |
3072             |2.160000         |0.916000         |
3072             |2.167000         |0.934000         |
3072             |2.174000         |0.928000         |
3072             |2.187000         |0.934000         |
3072             |2.174000         |0.922000         |
3072             |2.188000         |0.932000         |
3072             |2.169000         |0.929000         |
3072             |2.170000         |0.923000         |
3072             |2.180000         |0.920000         |
3072             |2.185000         |0.911000         |
3072             |2.176000         |0.925000         |
3072             |2.226000         |0.935000         |
3072             |2.191000         |0.917000         |
3072             |2.197000         |0.928000         |
3072             |2.190000         |0.928000         |
3072             |2.180000         |0.924000         |
3072             |2.229000         |0.945000         |
3072             |2.216000         |0.979000         |
3072             |2.258000         |0.978000         |
3072             |2.229000         |0.932000         |
3072             |2.164000         |0.942000         |
3072             |2.167000         |0.945000         |
3072             |2.160000         |0.940000         |
3072             |2.162000         |0.930000         |
3072             |2.176000         |0.930000         |
3072             |2.170000         |0.920000         |
3072             |2.171000         |0.932000         |
3072             |2.184000         |0.923000         |
7680             |11.372000        |5.610000         |
7680             |11.396000        |5.629000         |
7680             |11.354000        |5.603000         |
7680             |11.397000        |5.612000         |
7680             |11.347000        |5.656000         |
7680             |11.385000        |5.607000         |
7680             |11.358000        |5.600000         |
7680             |11.376000        |5.604000         |
7680             |11.419000        |5.600000         |
7680             |11.372000        |5.714000         |
7680             |11.382000        |5.573000         |
7680             |11.355000        |5.586000         |
7680             |11.559000        |5.747000         |
7680             |11.331000        |5.653000         |
7680             |11.401000        |5.604000         |
7680             |11.351000        |5.595000         |
7680             |11.384000        |5.596000         |
7680             |11.518000        |5.855000         |
7680             |12.082000        |5.681000         |
7680             |12.036000        |5.939000         |
7680             |11.997000        |5.892000         |
7680             |11.997000        |5.918000         |
7680             |12.069000        |5.923000         |
7680             |11.931000        |5.812000         |
7680             |11.999000        |5.946000         |
7680             |12.072000        |5.937000         |
7680             |11.961000        |5.850000         |
7680             |11.895000        |5.836000         |
7680             |11.882000        |5.629000         |
7680             |11.776000        |5.617000         |
7680             |11.413000        |5.604000         |
7680             |11.355000        |5.702000         |
7680             |11.687000        |5.774000         |
7680             |12.065000        |5.933000         |
7680             |11.948000        |5.881000         |
7680             |12.090000        |5.754000         |
7680             |12.404000        |6.013000         |
7680             |11.468000        |5.638000         |
7680             |11.404000        |5.632000         |
7680             |11.391000        |5.632000         |
7680             |11.402000        |5.613000         |
7680             |11.383000        |5.603000         |
7680             |11.383000        |5.587000         |
7680             |11.355000        |5.624000         |
7680             |11.425000        |5.620000         |
7680             |11.410000        |5.620000         |
7680             |11.631000        |5.689000         |
7680             |11.503000        |5.630000         |
7680             |11.418000        |5.625000         |
7680             |11.393000        |5.603000         |
7680             |11.433000        |5.633000         |
7680             |11.397000        |5.625000         |
7680             |11.430000        |5.657000         |
7680             |11.415000        |5.609000         |
7680             |11.395000        |5.624000         |
7680             |11.365000        |5.604000         |
7680             |11.395000        |5.607000         |
7680             |11.383000        |5.581000         |
7680             |11.342000        |5.603000         |
7680             |11.325000        |5.594000         |
7680             |11.377000        |5.849000         |
7680             |11.506000        |5.619000         |
7680             |11.386000        |5.590000         |
7680             |11.369000        |5.594000         |
7680             |11.679000        |5.592000         |
7680             |11.319000        |5.575000         |
7680             |11.359000        |5.630000         |
7680             |11.370000        |5.590000         |
7680             |11.347000        |5.593000         |
7680             |11.390000        |5.609000         |
7680             |11.383000        |5.603000         |
7680             |11.323000        |5.620000         |
7680             |11.813000        |6.546000         |
7680             |12.445000        |5.603000         |
7680             |11.356000        |5.589000         |
7680             |11.375000        |5.588000         |
7680             |11.348000        |5.601000         |
7680             |11.356000        |5.591000         |
7680             |11.347000        |5.624000         |
7680             |11.333000        |5.583000         |
7680             |11.385000        |5.614000         |
7680             |11.503000        |5.770000         |
7680             |11.451000        |5.622000         |
7680             |11.389000        |5.582000         |
7680             |11.369000        |5.634000         |
7680             |11.386000        |5.603000         |
7680             |11.396000        |5.595000         |
7680             |11.334000        |5.605000         |
7680             |11.342000        |5.596000         |
7680             |11.356000        |5.588000         |
7680             |11.328000        |5.658000         |
7680             |11.410000        |5.588000         |
7680             |11.362000        |5.610000         |
7680             |11.366000        |5.592000         |
7680             |11.366000        |5.611000         |
7680             |11.434000        |5.597000         |
7680             |11.437000        |5.625000         |
7680             |11.381000        |5.599000         |
7680             |11.410000        |5.622000         |
7680             |11.664000        |5.640000         |
7680             |11.408000        |5.596000         |
7680             |11.385000        |5.613000         |
7680             |11.382000        |5.614000         |
7680             |11.390000        |5.616000         |
7680             |11.393000        |5.610000         |
7680             |11.405000        |5.601000         |
7680             |11.347000        |5.582000         |
7680             |11.341000        |5.575000         |
7680             |11.354000        |5.606000         |
7680             |11.439000        |5.594000         |
7680             |11.390000        |5.609000         |
7680             |11.432000        |5.592000         |
7680             |11.366000        |5.608000         |
7680             |11.360000        |5.615000         |
7680             |11.355000        |5.616000         |
7680             |11.341000        |5.605000         |
7680             |11.355000        |5.805000         |
7680             |11.462000        |5.593000         |
7680             |11.368000        |5.596000         |
7680             |11.375000        |5.612000         |
7680             |11.378000        |5.600000         |
7680             |11.405000        |5.601000         |
7680             |11.407000        |5.586000         |
7680             |11.350000        |5.600000         |
7680             |11.379000        |5.596000         |
7680             |11.341000        |5.595000         |
7680             |11.375000        |5.630000         |
7680             |11.358000        |5.592000         |
7680             |11.396000        |5.613000         |
7680             |11.333000        |5.588000         |
7680             |11.336000        |5.601000         |
7680             |11.379000        |5.613000         |
7680             |11.410000        |5.598000         |
7680             |11.397000        |5.615000         |
7680             |11.590000        |5.632000         |
7680             |11.385000        |5.602000         |
7680             |11.371000        |5.592000         |
7680             |11.595000        |5.899000         |
7680             |12.079000        |5.858000         |
7680             |11.908000        |5.917000         |
7680             |11.948000        |6.062000         |
7680             |11.875000        |5.677000         |
7680             |11.353000        |5.629000         |
7680             |11.370000        |5.627000         |
7680             |11.377000        |5.609000         |
7680             |11.381000        |5.593000         |
7680             |11.371000        |5.646000         |
7680             |11.446000        |5.618000         |
7680             |11.353000        |5.591000         |
7680             |11.348000        |5.604000         |
7680             |11.378000        |5.631000         |
7680             |11.387000        |5.867000         |
7680             |11.511000        |5.641000         |
7680             |11.385000        |5.622000         |
7680             |11.377000        |5.784000         |
7680             |11.497000        |5.634000         |
7680             |11.379000        |5.639000         |
7680             |11.412000        |5.598000         |
7680             |11.393000        |5.629000         |
7680             |11.356000        |5.588000         |
7680             |11.316000        |5.629000         |
7680             |11.366000        |5.622000         |
7680             |11.382000        |5.611000         |
7680             |11.317000        |5.608000         |
7680             |11.360000        |5.614000         |
7680             |11.362000        |5.610000         |
7680             |11.415000        |5.635000         |
7680             |11.346000        |5.602000         |
7680             |11.387000        |5.632000         |
7680             |11.583000        |5.629000         |
7680             |11.401000        |5.612000         |
7680             |11.363000        |5.595000         |
7680             |11.388000        |5.636000         |
7680             |11.358000        |5.622000         |
7680             |11.350000        |5.608000         |
7680             |11.436000        |5.659000         |
7680             |11.406000        |5.618000         |
7680             |11.422000        |5.629000         |
7680             |11.336000        |5.628000         |
7680             |11.389000        |5.625000         |
7680             |11.391000        |5.607000         |
7680             |11.378000        |5.619000         |
7680             |11.397000        |5.613000         |
7680             |11.379000        |5.617000         |
7680             |11.449000        |5.619000         |
7680             |11.375000        |5.626000         |
7680             |11.419000        |5.640000         |
7680             |11.676000        |5.681000         |
7680             |11.388000        |5.593000         |
7680             |11.333000        |5.586000         |
7680             |11.430000        |5.589000         |
7680             |11.344000        |5.606000         |
7680             |11.338000        |5.575000         |
7680             |11.361000        |5.603000         |
7680             |11.388000        |5.590000         |
7680             |11.423000        |5.612000         |
7680             |11.386000        |5.610000         |
7680             |11.401000        |5.615000         |
7680             |11.358000        |5.610000         |
7680             |11.370000        |5.603000         |
15360            |45.398000        |23.324000        |
15360            |45.364000        |23.026000        |
15360            |45.311000        |22.962000        |
15360            |45.360000        |22.954000        |
15360            |45.281000        |23.003000        |
15360            |45.602000        |23.007000        |
15360            |45.332000        |22.995000        |
15360            |45.294000        |22.913000        |
15360            |45.268000        |22.962000        |
15360            |45.571000        |23.026000        |
15360            |45.414000        |23.093000        |
15360            |45.267000        |22.973000        |
15360            |45.287000        |22.969000        |
15360            |45.247000        |23.310000        |
15360            |45.412000        |23.009000        |
